path,label,split
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000044.tif,neither,test
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000045.tif,neither,val
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000046.tif,neither,val
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000047.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000048.tif,neither,val
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000049.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000050.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000051.tif,neither,val
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000052.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000053.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000054.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000055.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000056.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000057.tif,neither,val
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000058.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000059.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000060.tif,neither,val
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000061.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000062.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000063.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000064.tif,neither,test
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000065.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000066.tif,neither,val
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000067.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000068.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000069.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000070.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000071.tif,neither,val
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000072.tif,neither,val
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000073.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000074.tif,neither,val
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000075.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000076.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000077.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000078.tif,neither,val
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000079.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000080.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000081.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000082.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000083.tif,neither,val
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000084.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000085.tif,neither,val
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000086.tif,neither,val
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000087.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000088.tif,neither,test
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000089.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000090.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000091.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000092.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000093.tif,neither,val
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000094.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000095.tif,neither,val
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000096.tif,neither,test
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000097.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000098.tif,neither,val
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000099.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000100.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000101.tif,neither,val
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000102.tif,neither,test
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000103.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000104.tif,neither,test
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000105.tif,neither,val
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000106.tif,neither,val
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000107.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000108.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000109.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000110.tif,neither,test
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000111.tif,neither,val
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000112.tif,neither,val
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000113.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000114.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000115.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000116.tif,neither,val
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000117.tif,neither,val
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000118.tif,neither,val
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000119.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000120.tif,neither,test
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000121.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000122.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000123.tif,neither,test
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000124.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000125.tif,neither,val
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000126.tif,neither,val
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000127.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000128.tif,neither,val
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000129.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000130.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000131.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000132.tif,neither,test
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000133.tif,neither,val
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000134.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000135.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000136.tif,neither,val
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000137.tif,neither,test
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000138.tif,neither,val
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000139.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000140.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000141.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000142.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000143.tif,neither,val
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000144.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000145.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000146.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000147.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000148.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000149.tif,neither,val
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000150.tif,neither,val
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000151.tif,neither,val
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000152.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000153.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000154.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000155.tif,neither,val
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000156.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000157.tif,neither,val
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000158.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000159.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000160.tif,neither,val
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000161.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000162.tif,neither,val
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000163.tif,neither,val
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000164.tif,neither,val
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000165.tif,neither,val
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000166.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000167.tif,neither,test
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000168.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000169.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000170.tif,neither,val
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000171.tif,neither,val
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000172.tif,neither,test
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000173.tif,neither,val
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000174.tif,neither,test
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000175.tif,neither,val
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000176.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000177.tif,neither,test
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000178.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000179.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000180.tif,neither,train
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000181.tif,neither,val
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000182.tif,neither,val
E:\Projects-Seyed.Jasemi\Amir_Thesis\TUBITAK-1002\datasets\FASDD_RS\images\neitherFireNorSmoke_RS000183.tif,neither,train
